timestep,action_taken,sel_ip_hosts,c_ip_hosts,ip_top1_host,ip_top1_score,ip_top1_r_i,ip_top1_T_i,ip_top1_kappa,ip_top1_A_i,ip_mean_score,ip_mean_r_i,ip_mean_T_i,ip_mean_kappa,sel_rrm_pairs,c_rrm_pairs,rrm_top1_pair,rrm_top1_score,rrm_top1_r_f,rrm_top1_phi_f,rrm_top1_kappa_f,rrm_top1_A_f,rrm_mean_score,rrm_mean_r_f,rrm_mean_phi_f,rrm_mean_kappa_f
1812,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
1818,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
1824,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
1830,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
1836,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
1842,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
1848,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
1854,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
1860,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
1866,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
1872,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
1878,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
1884,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
1890,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
1896,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
1902,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
1908,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
1914,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
1920,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
1926,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
1932,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
1938,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
1944,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
1950,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
1956,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7605,0.15,1.0,0.5205
1962,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
1968,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
1974,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
1980,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
1986,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
1992,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
1998,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
2004,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
2010,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
2016,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7605,0.15,1.0,0.5205
2022,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
2028,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
2034,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
2040,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
2046,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
2052,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
2058,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7475,0.5,1.0,0.585,2,1.755,0.15,1.0,0.5205
2064,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
2070,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
2076,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
2082,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
2088,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
2094,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
2100,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7335,0.15,1.0,0.5205
2106,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
2112,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
2118,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.755,0.15,1.0,0.5205
2124,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7605,0.15,1.0,0.5205
2130,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h31;h1-h30,h1-h32;h1-h31;h1-h30;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.755,0.15,1.0,0.5205
2136,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7425,0.15,1.0,0.5205
2142,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
2148,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
2154,route,none,none,h30,-0.13636,0.0,0.0,0.28,10,-0.13636,0.0,0.0,0.391,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.7515,0.15,1.0,0.5205
2160,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.765,0.15,1.0,0.552
2166,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.615,1,1.756,0.15,1.0,0.552
2172,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.615,1,1.765,0.15,1.0,0.552
2178,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.774,0.15,1.0,0.552
2184,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.615,1,1.756,0.15,1.0,0.552
2190,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.7575,0.5,1.0,0.615,1,1.765,0.15,1.0,0.552
2196,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.615,1,1.756,0.15,1.0,0.552
2202,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.615,1,1.765,0.15,1.0,0.552
2208,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.7575,0.5,1.0,0.615,1,1.765,0.15,1.0,0.552
2214,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.615,1,1.756,0.15,1.0,0.552
2220,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.7575,0.5,1.0,0.615,1,1.774,0.15,1.0,0.552
2226,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.615,1,1.756,0.15,1.0,0.552
2232,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.7575,0.5,1.0,0.615,1,1.783,0.15,1.0,0.552
2238,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.615,1,1.765,0.15,1.0,0.552
2244,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.7575,0.5,1.0,0.615,1,1.765,0.15,1.0,0.552
2250,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.615,1,1.765,0.15,1.0,0.552
2256,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.774,0.15,1.0,0.552
2262,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.7575,0.5,1.0,0.615,1,1.783,0.15,1.0,0.552
2268,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.765,0.15,1.0,0.552
2274,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.6675,0.5,1.0,0.615,1,1.756,0.15,1.0,0.552
2280,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.765,0.15,1.0,0.552
2286,route,none,none,h30,-0.13636,0.0,0.0,0.58,10,-0.13636,0.0,0.0,0.454,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.7575,0.5,1.0,0.615,1,1.765,0.15,1.0,0.552
